Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Iso-Lateral Row (Machine)",W,20.4,10.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Iso-Lateral Row (Machine)",1,31.7,10.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Iso-Lateral Row (Machine)",2,31.7,10.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Iso-Lateral Row (Machine)",3,36.1,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Iso-Lateral Row (Machine)",4,36.1,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Machine)",W,20.0,10.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Machine)",1,31.7,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Machine)",2,31.7,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Machine)",3,31.7,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Machine)",4,31.7,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Cable)",W,20.0,10.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Cable)",1,23.8,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Cable)",2,23.8,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Lat Pulldown (Cable)",3,20.0,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Bicep Curl (Cable)",1,7.5,10.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Bicep Curl (Cable)",2,10.0,10.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Bicep Curl (Cable)",3,10.0,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Bicep Curl (Cable)",4,10.0,5.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Bicep Curl (Cable)",5,7.5,5.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Bicep Curl (Cable)",6,5.0,5.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Bicep Curl (Cable)",7,2.5,5.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Hammer Curl (Dumbbell)",1,8.0,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Hammer Curl (Dumbbell)",2,8.0,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Hammer Curl (Dumbbell)",3,8.0,8.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Cable Crunch",1,31.5,30.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Cable Crunch",2,31.5,30.0,0,0.0,
2024-05-08 18:15:00,"Evening Workout",1h 5m,"Cable Crunch",3,31.5,40.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Iso-Lateral Chest Press (Machine)",W,20.0,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Iso-Lateral Chest Press (Machine)",1,24.5,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Iso-Lateral Chest Press (Machine)",2,24.5,8.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Incline Chest Press (Machine)",1,24.5,7.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Incline Chest Press (Machine)",2,20.0,7.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Incline Chest Press (Machine)",3,20.0,7.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Chest Fly",W,27.5,15.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Chest Fly",1,42.5,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Chest Fly",2,42.5,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Chest Fly",3,42.5,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Chest Fly",4,42.5,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Reverse Fly (Machine)",W,27.5,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Reverse Fly (Machine)",1,35.0,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Reverse Fly (Machine)",2,35.0,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Reverse Fly (Machine)",3,35.0,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Reverse Fly (Machine)",4,35.0,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Lateral Raise (Dumbbell)",1,9.0,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Lateral Raise (Dumbbell)",2,9.0,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Lateral Raise (Dumbbell)",3,8.0,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Triceps Extension",1,17.5,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Triceps Extension",2,17.5,10.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Triceps Extension",3,17.5,8.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Triceps Extension",4,17.5,8.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Triceps Extension",D,15.0,8.0,0,0.0,
2024-05-10 12:04:52,"Chest/Shoulder (Growth)",57m,"Triceps Extension",D,12.5,8.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Lat Pulldown - Underhand (Band)",1,19.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Lat Pulldown - Underhand (Band)",2,33.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Lat Pulldown - Underhand (Band)",3,40.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Lat Pulldown - Underhand (Band)",4,40.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Lat Pulldown - Underhand (Band)",5,47.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Iso-Lateral Row (Machine)",W,20.4,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Iso-Lateral Row (Machine)",1,31.7,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Iso-Lateral Row (Machine)",2,31.7,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Iso-Lateral Row (Machine)",3,31.7,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Iso-Lateral Row (Machine)",4,31.7,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Seated Row (Cable)",W,26.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Seated Row (Cable)",1,33.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Seated Row (Cable)",2,33.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Seated Row (Cable)",3,33.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Seated Row (Cable)",4,40.0,8.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Bicep Curl (Cable)",1,7.5,8.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Bicep Curl (Cable)",2,7.5,8.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Bicep Curl (Cable)",3,7.5,8.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Bicep Curl (Cable)",4,7.5,8.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Bicep Curl (Barbell)",1,14.0,10.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Bicep Curl (Barbell)",2,18.0,8.0,0,0.0,
2024-05-15 17:56:44,"Back (Strength)",1h 13m,"Bicep Curl (Barbell)",3,18.0,8.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Press (Machine)",W,27.5,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Press (Machine)",1,35.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Press (Machine)",2,35.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Press (Machine)",3,35.0,8.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Press (Machine)",4,35.0,8.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Incline Chest Press (Machine)",1,20.4,5.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Incline Chest Press (Machine)",2,20.4,5.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Fly",W,27.5,12.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Fly",1,35.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Fly",2,35.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Fly",3,35.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Chest Fly",4,35.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Lateral Raise (Dumbbell)",1,8.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Lateral Raise (Dumbbell)",2,8.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Lateral Raise (Dumbbell)",3,8.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Lateral Raise (Dumbbell)",4,8.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Shoulder Press (Machine)",1,27.5,7.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Shoulder Press (Machine)",2,20.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Shoulder Press (Machine)",3,20.0,7.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Triceps Extension",1,15.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Triceps Extension",2,15.0,10.0,0,0.0,
2024-05-17 18:21:48,"Chest and Shoulders (Growth)",58m,"Triceps Extension",3,15.0,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Iso-Lateral Row (Machine)",W,20.4,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Iso-Lateral Row (Machine)",1,31.7,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Iso-Lateral Row (Machine)",2,35.1,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Iso-Lateral Row (Machine)",3,35.1,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Iso-Lateral Row (Machine)",4,42.0,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Machine)",1,20.4,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Machine)",2,31.7,5.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Machine)",3,24.8,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Machine)",4,24.8,8.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Machine)",5,24.8,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Cable)",W,20.0,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Cable)",1,23.8,8.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Cable)",2,23.8,8.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Cable)",3,23.8,8.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Lat Pulldown (Cable)",4,20.0,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Bicep Curl (Cable)",1,7.5,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Bicep Curl (Cable)",2,10.0,8.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Bicep Curl (Cable)",3,10.0,8.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Bicep Curl (Cable)",4,10.0,5.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Bicep Curl (Cable)",5,7.5,5.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Bicep Curl (Cable)",6,5.0,5.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Hammer Curl (Dumbbell)",1,9.0,8.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Hammer Curl (Dumbbell)",2,8.0,10.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Hammer Curl (Dumbbell)",3,8.0,8.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Cable Crunch",1,31.5,30.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Cable Crunch",2,31.5,30.0,0,0.0,
2024-05-19 11:11:20,"Back (Strength)",1h 40m,"Cable Crunch",3,31.5,40.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Incline Chest Press (Machine)",1,20.4,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Incline Chest Press (Machine)",2,24.8,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Incline Chest Press (Machine)",3,24.8,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Incline Chest Press (Machine)",4,29.2,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Incline Chest Press (Machine)",5,29.2,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Press (Machine)",1,20.0,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Press (Machine)",2,35.0,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Press (Machine)",3,35.0,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Press (Machine)",4,35.0,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Press (Machine)",5,35.0,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Fly",1,27.5,12.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Fly",2,35.0,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Fly",3,42.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Fly",4,42.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Chest Fly",5,42.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension (Cable)",1,17.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension (Cable)",2,17.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension (Cable)",3,17.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension (Cable)",4,17.5,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension (Cable)",5,12.5,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension (Cable)",6,7.5,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",1,6.25,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",2,6.25,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",3,6.25,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Cable Crunch",1,31.5,30.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Cable Crunch",2,31.5,30.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Cable Crunch",3,31.5,40.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",1,17.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",2,17.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",3,17.5,10.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",4,17.5,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",D,15.0,8.0,0,0.0,
2024-05-21 18:58:48,"Chest and Triceps",1h 4m,"Triceps Extension",D,12.5,8.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bent Over Row (Barbell)",W,20.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bent Over Row (Barbell)",1,29.0,12.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bent Over Row (Barbell)",2,42.6,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bent Over Row (Barbell)",3,42.6,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bent Over Row (Barbell)",4,42.6,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bent Over Row (Barbell)",5,42.6,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Machine)",W,20.4,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Machine)",1,24.8,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Machine)",2,24.8,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Machine)",3,24.8,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Machine)",4,24.8,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Cable)",W,20.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Cable)",1,20.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Cable)",2,20.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Lat Pulldown (Cable)",3,20.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bicep Curl (Cable)",1,10.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bicep Curl (Cable)",2,7.5,8.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bicep Curl (Cable)",3,7.5,8.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Bicep Curl (Cable)",4,7.5,8.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Hammer Curl (Dumbbell)",1,8.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Hammer Curl (Dumbbell)",2,8.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Hammer Curl (Dumbbell)",3,8.0,10.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Cable Crunch",1,28.0,30.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Cable Crunch",2,28.0,30.0,0,0.0,
2024-05-23 18:52:02,"Back (Strength)",58m,"Cable Crunch",3,28.0,40.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Press (Machine)",1,20.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Press (Machine)",2,35.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Press (Machine)",3,35.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Press (Machine)",4,35.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Press (Machine)",5,35.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Fly",W,27.5,12.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Fly",1,42.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Fly",2,42.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Fly",3,42.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Chest Fly",4,42.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Shoulder Press (Machine)",1,20.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Shoulder Press (Machine)",2,20.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Shoulder Press (Machine)",3,20.0,8.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Shoulder Press (Machine)",4,20.0,8.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Lateral Raise (Dumbbell)",1,8.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Lateral Raise (Dumbbell)",2,8.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Lateral Raise (Dumbbell)",3,8.0,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Triceps Extension (Cable)",1,17.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Triceps Extension (Cable)",2,17.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Triceps Extension (Cable)",3,17.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Triceps Extension (Cable)",4,17.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Cable Crunch",1,31.5,30.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Cable Crunch",2,31.5,30.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Cable Crunch",3,28.0,40.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Triceps Extension",1,17.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Triceps Extension",2,17.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Triceps Extension",3,17.5,10.0,0,0.0,
2024-05-25 19:18:03,"Chest and Shoulders (Growth)",59m,"Triceps Extension",4,17.5,10.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Iso-Lateral Row (Machine)",W,20.4,10.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Iso-Lateral Row (Machine)",1,40.8,6.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Iso-Lateral Row (Machine)",2,40.8,8.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Iso-Lateral Row (Machine)",3,40.8,6.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Iso-Lateral Row (Machine)",4,45.3,6.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Iso-Lateral Row (Machine)",5,45.3,6.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Lat Pulldown (Machine)",W,20.4,10.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Lat Pulldown (Machine)",1,31.7,6.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Lat Pulldown (Machine)",2,31.7,6.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Lat Pulldown (Machine)",3,31.7,6.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Lat Pulldown (Machine)",4,31.7,6.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Seated Row (Cable)",W,26.0,10.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Seated Row (Cable)",1,33.0,10.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Seated Row (Cable)",2,40.0,10.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Seated Row (Cable)",3,40.0,10.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Seated Row (Cable)",4,40.0,10.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Bicep Curl (Cable)",1,10.0,8.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Bicep Curl (Cable)",2,10.0,8.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Bicep Curl (Cable)",3,10.0,8.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Bicep Curl (Cable)",4,10.0,5.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Bicep Curl (Cable)",D,7.5,5.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Bicep Curl (Cable)",D,5.0,5.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Cable Crunch",1,31.5,30.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Cable Crunch",2,31.5,30.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Cable Crunch",3,31.5,40.0,0,0.0,
2024-05-27 18:09:31,"Back (Strength)",1h 14m,"Hammer Curl (Dumbbell)",1,9.0,8.0,0,0.0,
