Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2024-11-24 10:59:10,"Morning Workout",42m,"Incline Chest Press (Machine)",4,18.1,6.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Lateral Raise (Dumbbell)",1,6.0,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Lateral Raise (Dumbbell)",2,6.0,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Lateral Raise (Dumbbell)",3,6.0,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Lateral Raise (Dumbbell)",4,6.0,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Face Pull (Cable)",1,17.5,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Face Pull (Cable)",2,17.5,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Face Pull (Cable)",3,17.5,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Face Pull (Cable)",4,17.5,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Triceps Extension",1,17.5,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Triceps Extension",2,17.5,10.0,0,0.0,
2024-11-24 10:59:10,"Morning Workout",42m,"Triceps Extension",3,17.5,10.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Iso-Lateral Row (Machine)",1,45.3,10.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Iso-Lateral Row (Machine)",2,52.2,6.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Iso-Lateral Row (Machine)",3,45.3,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Iso-Lateral Row (Machine)",4,45.3,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Lat Pulldown (Cable)",1,47.0,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Lat Pulldown (Cable)",2,47.0,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Lat Pulldown (Cable)",3,47.0,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Lat Pulldown (Cable)",4,47.0,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Seated Row (Cable)",1,47.0,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Seated Row (Cable)",2,47.0,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Seated Row (Cable)",3,47.0,8.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Bicep Curl (Dumbbell)",1,8.0,10.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Bicep Curl (Dumbbell)",2,8.0,10.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Bicep Curl (Dumbbell)",3,8.0,10.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Hammer Curl (Dumbbell)",1,8.0,10.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Hammer Curl (Dumbbell)",2,8.0,10.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Hammer Curl (Dumbbell)",3,8.0,10.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Cable Crunch",1,31.25,30.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Cable Crunch",2,31.25,30.0,0,0.0,
2024-11-25 18:05:34,"Evening Workout",1h 12m,"Cable Crunch",3,31.25,40.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Press (Machine)",1,47.5,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Press (Machine)",2,47.5,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Press (Machine)",3,42.5,10.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Press (Machine)",4,42.5,7.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Press (Machine)",5,35.0,5.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Fly",1,42.5,10.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Fly",2,42.5,10.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Fly",3,42.5,10.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Chest Fly",4,50.0,6.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Lateral Raise (Cable)",1,5.0,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Lateral Raise (Cable)",2,3.75,10.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Lateral Raise (Cable)",3,3.75,10.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Lateral Raise (Cable)",4,3.75,10.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Front Raise (Cable)",1,10.0,10.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Front Raise (Cable)",2,10.0,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Front Raise (Cable)",3,10.0,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Front Raise (Cable)",4,10.0,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Triceps Dip",1,40.0,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Triceps Dip",2,33.0,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Triceps Dip",3,40.0,8.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Cable Crunch",1,31.25,30.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Cable Crunch",2,31.25,30.0,0,0.0,
2024-11-28 17:27:33,"Afternoon Workout",1h 12m,"Cable Crunch",3,31.25,40.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Iso-Lateral Row (Machine)",1,40.8,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Iso-Lateral Row (Machine)",2,40.8,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Iso-Lateral Row (Machine)",3,45.3,7.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Iso-Lateral Row (Machine)",4,45.3,8.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Lat Pulldown (Cable)",1,47.0,8.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Lat Pulldown (Cable)",2,40.0,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Lat Pulldown (Cable)",3,40.0,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Lat Pulldown (Cable)",4,40.0,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Bicep Curl (Cable)",1,10.0,6.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Bicep Curl (Cable)",2,7.5,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Bicep Curl (Cable)",3,7.5,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Hammer Curl (Dumbbell)",1,8.0,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Hammer Curl (Dumbbell)",2,8.0,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Hammer Curl (Dumbbell)",3,8.0,10.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Cable Crunch",1,31.25,30.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Cable Crunch",2,31.25,30.0,0,0.0,
2024-11-29 12:05:37,"Midday Workout",43m,"Cable Crunch",3,31.25,40.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Chest Press (Machine)",1,27.5,10.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Chest Press (Machine)",2,35.0,12.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Chest Press (Machine)",3,35.0,12.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Chest Press (Machine)",4,35.0,8.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Incline Chest Press (Machine)",1,15.8,8.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Incline Chest Press (Machine)",2,15.8,8.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Incline Chest Press (Machine)",3,15.8,8.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Incline Chest Press (Machine)",4,15.8,8.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Arnold Press (Dumbbell)",1,10.0,10.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Arnold Press (Dumbbell)",2,10.0,10.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Arnold Press (Dumbbell)",3,10.0,10.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Arnold Press (Dumbbell)",4,10.0,10.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Triceps Extension",1,17.5,10.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Triceps Extension",2,17.5,10.0,0,0.0,
2024-11-30 10:59:57,"Morning Workout",38m,"Triceps Extension",3,17.5,10.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Single Arm Vertical Iso-Lateral Row (Machine)",1,40.8,10.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Single Arm Vertical Iso-Lateral Row (Machine)",2,52.3,6.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Single Arm Vertical Iso-Lateral Row (Machine)",3,45.3,8.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Single Arm Vertical Iso-Lateral Row (Machine)",4,45.3,8.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Lat Pulldown (Cable)",1,20.0,8.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Lat Pulldown (Cable)",2,23.5,8.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Lat Pulldown (Cable)",3,23.5,8.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Lat Pulldown (Cable)",4,23.5,8.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Bicep Curl (Machine)",1,35.0,10.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Bicep Curl (Machine)",2,42.5,8.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Bicep Curl (Machine)",3,42.5,8.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Hammer Curl (Dumbbell)",1,9.0,10.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Hammer Curl (Dumbbell)",2,9.0,10.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Hammer Curl (Dumbbell)",3,9.0,10.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Cable Crunch",1,33.75,30.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Cable Crunch",2,33.75,30.0,0,0.0,
2024-12-02 17:57:38,"Afternoon Workout",50m,"Cable Crunch",3,33.75,40.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Chest Press (Machine)",1,35.0,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Chest Press (Machine)",2,42.5,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Chest Press (Machine)",3,50.0,8.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Chest Press (Machine)",4,50.0,7.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Chest Fly",1,42.5,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Chest Fly",2,42.5,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Chest Fly",3,42.5,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Chest Fly",4,50.0,6.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Lateral Raise (Dumbbell)",1,7.0,8.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Lateral Raise (Dumbbell)",2,7.0,8.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Lateral Raise (Dumbbell)",3,7.0,8.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Lateral Raise (Dumbbell)",4,7.0,8.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Arnold Press (Dumbbell)",1,7.0,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Arnold Press (Dumbbell)",2,7.0,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Arnold Press (Dumbbell)",3,7.0,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Arnold Press (Dumbbell)",4,7.0,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Triceps Extension",1,17.5,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Triceps Extension",2,17.5,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Triceps Extension",3,17.5,10.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Cable Crunch",1,31.0,30.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Cable Crunch",2,31.0,30.0,0,0.0,
2024-12-04 18:37:03,"Evening Workout",51m,"Cable Crunch",3,31.0,40.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Iso-Lateral Row (Machine)",W,20.0,12.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Iso-Lateral Row (Machine)",1,40.8,10.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Iso-Lateral Row (Machine)",2,45.3,10.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Iso-Lateral Row (Machine)",3,45.3,10.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Iso-Lateral Row (Machine)",4,47.5,8.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Pull Up (Assisted)",1,40.0,10.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Pull Up (Assisted)",2,33.0,8.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Pull Up (Assisted)",3,26.0,6.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Pull Up (Assisted)",4,33.0,8.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Seated Row (Cable)",1,40.0,10.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Seated Row (Cable)",2,47.0,10.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Seated Row (Cable)",3,47.0,10.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Seated Row (Cable)",4,47.0,10.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Bicep Curl (Dumbbell)",1,9.0,8.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Bicep Curl (Dumbbell)",2,9.0,9.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Bicep Curl (Dumbbell)",3,9.0,8.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Hammer Curl (Dumbbell)",1,9.0,12.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Hammer Curl (Dumbbell)",2,9.0,12.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Hammer Curl (Dumbbell)",3,9.0,12.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Cable Crunch",1,35.0,30.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Cable Crunch",2,35.0,30.0,0,0.0,
2024-12-05 18:12:40,"Evening Workout",1h 11m,"Cable Crunch",3,35.0,40.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Bench Press (Barbell)",1,20.0,10.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Bench Press (Barbell)",2,51.5,5.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Bench Press (Barbell)",3,51.5,6.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Bench Press (Barbell)",4,56.1,5.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Bench Press (Barbell)",5,56.1,5.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Incline Bench Press (Barbell)",1,29.6,8.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Incline Bench Press (Barbell)",2,29.6,10.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Incline Bench Press (Barbell)",3,34.5,8.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Incline Bench Press (Barbell)",4,34.5,8.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Lateral Raise (Dumbbell)",1,7.0,8.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Lateral Raise (Dumbbell)",2,7.0,8.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Lateral Raise (Dumbbell)",3,7.0,8.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Lateral Raise (Dumbbell)",4,7.0,8.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Arnold Press (Dumbbell)",1,7.0,10.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Arnold Press (Dumbbell)",2,7.0,10.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Arnold Press (Dumbbell)",3,7.0,10.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Arnold Press (Dumbbell)",4,7.0,10.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"Triceps Extension (Cable)",1,10.0,7.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"EZ Bar Outward Tricep Extension",1,15.0,10.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"EZ Bar Outward Tricep Extension",2,17.5,10.0,0,0.0,
2024-12-08 10:03:39,"Morning Workout",47m,"EZ Bar Outward Tricep Extension",3,17.5,10.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Single Arm Vertical Iso-Lateral Row (Machine)",1,40.8,10.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Single Arm Vertical Iso-Lateral Row (Machine)",2,52.3,8.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Single Arm Vertical Iso-Lateral Row (Machine)",3,52.3,8.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Single Arm Vertical Iso-Lateral Row (Machine)",4,52.3,8.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Lat Pulldown (Cable)",1,47.0,8.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Lat Pulldown (Cable)",2,47.0,8.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Lat Pulldown (Cable)",3,47.0,8.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Pull Up (Assisted)",1,40.0,6.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Pull Up (Assisted)",2,40.0,6.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Pull Up (Assisted)",3,40.0,6.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Bicep Curl (Barbell)",1,18.0,10.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Bicep Curl (Barbell)",2,18.0,10.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Bicep Curl (Barbell)",3,18.0,10.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Cable Crunch",1,35.0,30.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Cable Crunch",2,35.0,30.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Cable Crunch",3,31.5,40.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Hammer Curl (Dumbbell)",1,9.0,10.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Hammer Curl (Dumbbell)",2,9.0,10.0,0,0.0,
2024-12-09 17:37:21,"Afternoon Workout",48m,"Hammer Curl (Dumbbell)",3,9.0,10.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Chest Press (Machine)",1,35.0,10.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Chest Press (Machine)",2,50.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Chest Press (Machine)",3,50.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Chest Press (Machine)",4,50.0,6.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Incline Bench Press (Barbell)",1,29.6,10.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Incline Bench Press (Barbell)",2,34.2,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Incline Bench Press (Barbell)",3,34.2,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Incline Bench Press (Barbell)",4,34.2,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Lateral Raise (Dumbbell)",1,6.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Lateral Raise (Dumbbell)",2,6.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Lateral Raise (Dumbbell)",3,6.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Lateral Raise (Dumbbell)",4,6.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Arnold Press (Dumbbell)",1,6.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Arnold Press (Dumbbell)",2,6.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Arnold Press (Dumbbell)",3,6.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Arnold Press (Dumbbell)",4,6.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Face Pull (Cable)",1,17.5,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Face Pull (Cable)",2,17.5,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Face Pull (Cable)",3,17.5,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Face Pull (Cable)",4,17.5,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Triceps Dip",1,40.0,10.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Triceps Dip",2,33.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Triceps Dip",3,33.0,8.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Cable Crunch",1,35.0,30.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Cable Crunch",2,35.0,30.0,0,0.0,
2024-12-11 19:59:16,"Evening Workout",1h 9m,"Cable Crunch",3,35.0,40.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Iso-Lateral Row (Machine)",1,40.8,10.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Iso-Lateral Row (Machine)",2,45.3,8.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Iso-Lateral Row (Machine)",3,45.3,10.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Iso-Lateral Row (Machine)",4,45.3,10.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Pull Up (Assisted)",1,33.0,8.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Pull Up (Assisted)",2,33.0,8.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Pull Up (Assisted)",3,33.0,8.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Pull Up (Assisted)",4,33.0,8.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Bicep Curl (Cable)",1,7.5,10.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Bicep Curl (Cable)",2,8.75,8.0,0,0.0,
2024-12-14 15:12:01,"Afternoon Workout",29m,"Bicep Curl (Cable)",3,8.75,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Chest Press (Machine)",1,45.0,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Chest Press (Machine)",2,45.0,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Chest Press (Machine)",3,50.0,8.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Chest Press (Machine)",4,50.0,6.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Chest Press (Machine)",5,42.5,2.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Incline Chest Press (Machine)",1,11.3,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Incline Chest Press (Machine)",2,15.8,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Incline Chest Press (Machine)",3,11.3,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Incline Chest Press (Machine)",4,11.3,8.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Shoulder Press (Machine)",1,20.0,8.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Shoulder Press (Machine)",2,22.5,6.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Shoulder Press (Machine)",3,20.0,8.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Shoulder Press (Machine)",4,20.0,8.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Face Pull (Cable)",1,15.0,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Face Pull (Cable)",2,17.5,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Face Pull (Cable)",3,17.5,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Face Pull (Cable)",4,17.5,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Triceps Extension",1,17.5,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Triceps Extension",2,17.5,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Triceps Extension",3,17.5,10.0,0,0.0,
2024-12-16 18:22:02,"Evening Workout",57m,"Cable Crunch",1,35.0,30.0,0,0.0,
